s1,lc1(s1),lc1(lc1(s1)),lc2(s1),rc1(s1),rc1(rc1(s1)),rc2(s1),s2,lc1(s2),lc1(lc1(s2)),lc2(s2),rc1(s2),rc1(rc1(s2)),rc2(s2),s3,b1,b2,b3,s1.t,lc1(s1).t,lc1(lc1(s1)).t,lc2(s1).t,rc1(s1).t,rc1(rc1(s1)).t,rc2(s1).t,s2.t,lc1(s2).t,lc1(lc1(s2)).t,lc2(s2).t,rc1(s2).t,rc1(rc1(s2)).t,rc2(s2).t,s3.t,b1.t,b2.t,b3.t,lc1(s1).l,lc1(lc1(s1)).l,lc2(s1).l,rc1(s1).l,rc1(rc1(s1)).l,rc2(s1).l,lc1(s2).l,lc1(lc1(s2)).l,lc2(s2).l,rc1(s2).l,rc1(rc1(s2)).l,rc2(s2).l,transition
748,0,0,0,0,0,0,828,0,0,0,0,0,0,1,245,740,576,11,0,0,0,0,0,0,18,0,0,0,0,0,0,0,32,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,748,0,0,0,0,0,0,828,740,576,750,32,0,0,0,0,0,0,11,0,0,0,0,0,0,18,21,13,24,0,0,0,0,0,0,0,0,0,0,0,0,41
245,748,0,0,0,0,0,828,0,0,0,0,0,0,1,740,576,750,32,11,0,0,0,0,0,18,0,0,0,0,0,0,0,21,13,24,21,0,0,0,0,0,0,0,0,0,0,0,59
245,828,0,748,0,0,0,1,0,0,0,0,0,0,0,740,576,750,32,18,0,11,0,0,0,0,0,0,0,0,0,0,0,21,13,24,30,0,21,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,245,828,0,748,0,0,0,1,576,750,640,21,0,0,0,0,0,0,32,18,0,11,0,0,0,0,13,24,33,0,0,0,0,0,0,30,0,21,0,0,0,0
576,0,0,0,0,0,0,740,0,0,0,0,0,0,245,750,640,666,13,0,0,0,0,0,0,21,0,0,0,0,0,0,32,24,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,576,0,0,0,0,0,0,740,640,666,257,24,0,0,0,0,0,0,13,0,0,0,0,0,0,21,33,18,21,0,0,0,0,0,0,0,0,0,0,0,0,17
750,576,0,0,0,0,0,740,0,0,0,0,0,0,245,640,666,257,24,13,0,0,0,0,0,21,0,0,0,0,0,0,32,33,18,21,9,0,0,0,0,0,0,0,0,0,0,0,54
740,0,0,0,750,0,0,245,828,0,748,0,0,0,1,640,666,257,21,0,0,0,24,0,0,32,18,0,11,0,0,0,0,33,18,21,0,0,0,27,0,0,30,0,21,0,0,0,0
640,0,0,0,0,0,0,740,0,0,0,750,0,0,245,666,257,582,33,0,0,0,0,0,0,21,0,0,0,24,0,0,32,18,21,13,0,0,0,0,0,0,0,0,0,27,0,0,0
666,0,0,0,0,0,0,640,0,0,0,0,0,0,740,257,582,798,18,0,0,0,0,0,0,33,0,0,0,0,0,0,21,21,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,666,0,0,0,0,0,0,640,582,798,721,21,0,0,0,0,0,0,18,0,0,0,0,0,0,33,13,25,18,0,0,0,0,0,0,0,0,0,0,0,0,23
257,666,0,0,0,0,0,640,0,0,0,0,0,0,740,582,798,721,21,18,0,0,0,0,0,33,0,0,0,0,0,0,21,13,25,18,12,0,0,0,0,0,0,0,0,0,0,0,40
640,0,0,0,257,0,0,740,0,0,0,750,0,0,245,582,798,721,33,0,0,0,21,0,0,21,0,0,0,24,0,0,32,13,25,18,0,0,0,20,0,0,0,0,0,27,0,0,0
582,0,0,0,0,0,0,640,0,0,0,257,0,0,740,798,721,219,13,0,0,0,0,0,0,33,0,0,0,21,0,0,21,25,18,8,0,0,0,0,0,0,0,0,0,20,0,0,0
798,0,0,0,0,0,0,582,0,0,0,0,0,0,640,721,219,683,25,0,0,0,0,0,0,13,0,0,0,0,0,0,33,18,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
721,0,0,0,0,0,0,798,0,0,0,0,0,0,582,219,683,784,18,0,0,0,0,0,0,25,0,0,0,0,0,0,13,8,33,29,0,0,0,0,0,0,0,0,0,0,0,0,57
721,798,0,0,0,0,0,582,0,0,0,0,0,0,640,219,683,784,18,25,0,0,0,0,0,13,0,0,0,0,0,0,33,8,33,29,29,0,0,0,0,0,0,0,0,0,0,0,17
721,582,0,798,0,0,0,640,0,0,0,257,0,0,740,219,683,784,18,13,0,25,0,0,0,33,0,0,0,21,0,0,21,8,33,29,9,0,29,0,0,0,0,0,0,20,0,0,54
640,0,0,0,721,0,257,740,0,0,0,750,0,0,245,219,683,784,33,0,0,0,18,0,21,21,0,0,0,24,0,0,32,8,33,29,0,0,0,27,0,20,0,0,0,27,0,0,0
219,0,0,0,0,0,0,640,0,0,0,721,0,257,740,683,784,544,8,0,0,0,0,0,0,33,0,0,0,18,0,21,21,33,29,21,0,0,0,0,0,0,0,0,0,27,0,20,20
640,0,0,0,219,0,721,740,0,0,0,750,0,0,245,683,784,544,33,0,0,0,8,0,18,21,0,0,0,24,0,0,32,33,29,21,0,0,0,10,0,27,0,0,0,27,0,0,0
683,0,0,0,0,0,0,640,0,0,0,219,0,721,740,784,544,9,33,0,0,0,0,0,0,33,0,0,0,8,0,18,21,29,21,2,0,0,0,0,0,0,0,0,0,10,0,27,0
784,0,0,0,0,0,0,683,0,0,0,0,0,0,640,544,9,750,29,0,0,0,0,0,0,33,0,0,0,0,0,0,33,21,2,24,0,0,0,0,0,0,0,0,0,0,0,0,26
683,0,0,0,784,0,0,640,0,0,0,219,0,721,740,544,9,750,33,0,0,0,29,0,0,33,0,0,0,8,0,18,21,21,2,24,0,0,0,13,0,0,0,0,0,10,0,27,0
544,0,0,0,0,0,0,683,0,0,0,784,0,0,640,9,750,585,21,0,0,0,0,0,0,33,0,0,0,29,0,0,33,2,24,26,0,0,0,0,0,0,0,0,0,13,0,0,40
683,0,0,0,544,0,784,640,0,0,0,219,0,721,740,9,750,585,33,0,0,0,21,0,29,33,0,0,0,8,0,18,21,2,24,26,0,0,0,20,0,13,0,0,0,10,0,27,28
640,0,0,0,683,544,219,740,0,0,0,750,0,0,245,9,750,585,33,0,0,0,33,21,8,21,0,0,0,24,0,0,32,2,24,26,0,0,0,14,20,10,0,0,0,27,0,0,2
740,0,0,0,640,683,750,245,828,0,748,0,0,0,1,9,750,585,21,0,0,0,33,33,24,32,18,0,11,0,0,0,0,2,24,26,0,0,0,1,14,27,30,0,21,0,0,0,62
245,828,0,748,740,640,0,1,0,0,0,0,0,0,0,9,750,585,32,18,0,11,21,33,0,0,0,0,0,0,0,0,0,2,24,26,30,0,21,31,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,245,828,0,748,740,640,0,1,750,585,300,2,0,0,0,0,0,0,32,18,0,11,21,33,0,0,24,26,35,0,0,0,0,0,0,30,0,21,31,1,0,70
245,828,0,748,9,0,740,1,0,0,0,0,0,0,0,750,585,300,32,18,0,11,2,0,21,0,0,0,0,0,0,0,0,24,26,35,30,0,21,35,0,31,0,0,0,0,0,0,0
750,0,0,0,0,0,0,245,828,0,748,9,0,740,1,585,300,595,24,0,0,0,0,0,0,32,18,0,11,2,0,21,0,26,35,26,0,0,0,0,0,0,30,0,21,35,0,31,0
585,0,0,0,0,0,0,750,0,0,0,0,0,0,245,300,595,468,26,0,0,0,0,0,0,24,0,0,0,0,0,0,32,35,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,585,0,0,0,0,0,0,750,595,468,746,35,0,0,0,0,0,0,26,0,0,0,0,0,0,24,26,13,10,0,0,0,0,0,0,0,0,0,0,0,0,7
300,585,0,0,0,0,0,750,0,0,0,0,0,0,245,595,468,746,35,26,0,0,0,0,0,24,0,0,0,0,0,0,32,26,13,10,4,0,0,0,0,0,0,0,0,0,0,0,61
300,750,0,585,0,0,0,245,828,0,748,9,0,740,1,595,468,746,35,24,0,26,0,0,0,32,18,0,11,2,0,21,0,26,13,10,31,0,4,0,0,0,30,0,21,35,0,31,0
595,0,0,0,0,0,0,300,750,0,585,0,0,0,245,468,746,586,26,0,0,0,0,0,0,35,24,0,26,0,0,0,32,13,10,14,0,0,0,0,0,0,31,0,4,0,0,0,8
300,750,0,585,595,0,0,245,828,0,748,9,0,740,1,468,746,586,35,24,0,26,26,0,0,32,18,0,11,2,0,21,0,13,10,14,31,0,4,4,0,0,30,0,21,35,0,31,0
468,0,0,0,0,0,0,300,750,0,585,595,0,0,245,746,586,805,13,0,0,0,0,0,0,35,24,0,26,26,0,0,32,10,14,40,0,0,0,0,0,0,31,0,4,4,0,0,0
746,0,0,0,0,0,0,468,0,0,0,0,0,0,300,586,805,51,10,0,0,0,0,0,0,13,0,0,0,0,0,0,35,14,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,746,0,0,0,0,0,0,468,805,51,511,14,0,0,0,0,0,0,10,0,0,0,0,0,0,13,40,20,35,0,0,0,0,0,0,0,0,0,0,0,0,35
586,746,0,0,0,0,0,468,0,0,0,0,0,0,300,805,51,511,14,10,0,0,0,0,0,13,0,0,0,0,0,0,35,40,20,35,18,0,0,0,0,0,0,0,0,0,0,0,17
586,468,0,746,0,0,0,300,750,0,585,595,0,0,245,805,51,511,14,13,0,10,0,0,0,35,24,0,26,26,0,0,32,40,20,35,9,0,18,0,0,0,31,0,4,4,0,0,54
300,750,0,585,586,0,595,245,828,0,748,9,0,740,1,805,51,511,35,24,0,26,14,0,26,32,18,0,11,2,0,21,0,40,20,35,31,0,4,27,0,4,30,0,21,35,0,31,0
805,0,0,0,0,0,0,300,750,0,585,586,0,595,245,51,511,746,40,0,0,0,0,0,0,35,24,0,26,14,0,26,32,20,35,10,0,0,0,0,0,0,31,0,4,27,0,4,0
51,0,0,0,0,0,0,805,0,0,0,0,0,0,300,511,746,227,20,0,0,0,0,0,0,40,0,0,0,0,0,0,35,35,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,51,0,0,0,0,0,0,805,746,227,9,35,0,0,0,0,0,0,20,0,0,0,0,0,0,40,10,18,2,0,0,0,0,0,0,0,0,0,0,0,0,61
511,51,0,0,0,0,0,805,0,0,0,0,0,0,300,746,227,9,35,20,0,0,0,0,0,40,0,0,0,0,0,0,35,10,18,2,31,0,0,0,0,0,0,0,0,0,0,0,45
511,805,0,51,0,0,0,300,750,0,585,586,0,595,245,746,227,9,35,40,0,20,0,0,0,35,24,0,26,14,0,26,32,10,18,2,23,0,31,0,0,0,31,0,4,27,0,4,0
746,0,0,0,0,0,0,511,805,0,51,0,0,0,300,227,9,747,10,0,0,0,0,0,0,35,40,0,20,0,0,0,35,18,2,26,0,0,0,0,0,0,23,0,31,0,0,0,0
227,0,0,0,0,0,0,746,0,0,0,0,0,0,511,9,747,750,18,0,0,0,0,0,0,10,0,0,0,0,0,0,35,2,26,24,0,0,0,0,0,0,0,0,0,0,0,0,35
227,746,0,0,0,0,0,511,805,0,51,0,0,0,300,9,747,750,18,10,0,0,0,0,0,35,40,0,20,0,0,0,35,2,26,24,18,0,0,0,0,0,23,0,31,0,0,0,40
511,805,0,51,227,0,0,300,750,0,585,586,0,595,245,9,747,750,35,40,0,20,18,0,0,35,24,0,26,14,0,26,32,2,26,24,23,0,31,20,0,0,31,0,4,27,0,4,6
300,750,0,585,511,227,586,245,828,0,748,9,0,740,1,9,747,750,35,24,0,26,35,18,14,32,18,0,11,2,0,21,0,2,26,24,31,0,4,3,20,27,30,0,21,35,0,31,0
9,0,0,0,0,0,0,300,750,0,585,511,227,586,245,747,750,716,2,0,0,0,0,0,0,35,24,0,26,35,18,14,32,26,24,31,0,0,0,0,0,0,31,0,4,3,20,27,70
300,750,0,585,9,0,511,245,828,0,748,9,0,740,1,747,750,716,35,24,0,26,2,0,35,32,18,0,11,2,0,21,0,26,24,31,31,0,4,35,0,3,30,0,21,35,0,31,0
747,0,0,0,0,0,0,300,750,0,585,9,0,511,245,750,716,405,26,0,0,0,0,0,0,35,24,0,26,2,0,35,32,24,31,33,0,0,0,0,0,0,31,0,4,35,0,3,0
750,0,0,0,0,0,0,747,0,0,0,0,0,0,300,716,405,544,24,0,0,0,0,0,0,26,0,0,0,0,0,0,35,31,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,750,0,0,0,0,0,0,747,405,544,473,31,0,0,0,0,0,0,24,0,0,0,0,0,0,26,33,21,26,0,0,0,0,0,0,0,0,0,0,0,0,61
716,750,0,0,0,0,0,747,0,0,0,0,0,0,300,405,544,473,31,24,0,0,0,0,0,26,0,0,0,0,0,0,35,33,21,26,31,0,0,0,0,0,0,0,0,0,0,0,7
716,747,0,750,0,0,0,300,750,0,585,9,0,511,245,405,544,473,31,26,0,24,0,0,0,35,24,0,26,2,0,35,32,33,21,26,4,0,31,0,0,0,31,0,4,35,0,3,0
405,0,0,0,0,0,0,716,747,0,750,0,0,0,300,544,473,219,33,0,0,0,0,0,0,31,26,0,24,0,0,0,35,21,26,8,0,0,0,0,0,0,4,0,31,0,0,0,0
544,0,0,0,0,0,0,405,0,0,0,0,0,0,716,473,219,690,21,0,0,0,0,0,0,33,0,0,0,0,0,0,31,26,8,33,0,0,0,0,0,0,0,0,0,0,0,0,40
405,0,0,0,544,0,0,716,747,0,750,0,0,0,300,473,219,690,33,0,0,0,21,0,0,31,26,0,24,0,0,0,35,26,8,33,0,0,0,20,0,0,4,0,31,0,0,0,0
473,0,0,0,0,0,0,405,0,0,0,544,0,0,716,219,690,750,26,0,0,0,0,0,0,33,0,0,0,21,0,0,31,8,33,25,0,0,0,0,0,0,0,0,0,20,0,0,8
405,0,0,0,473,0,544,716,747,0,750,0,0,0,300,219,690,750,33,0,0,0,26,0,21,31,26,0,24,0,0,0,35,8,33,25,0,0,0,4,0,20,4,0,31,0,0,0,0
219,0,0,0,0,0,0,405,0,0,0,473,0,544,716,690,750,208,8,0,0,0,0,0,0,33,0,0,0,26,0,21,31,33,25,18,0,0,0,0,0,0,0,0,0,4,0,20,20
405,0,0,0,219,0,473,716,747,0,750,0,0,0,300,690,750,208,33,0,0,0,8,0,26,31,26,0,24,0,0,0,35,33,25,18,0,0,0,10,0,4,4,0,31,0,0,0,0
690,0,0,0,0,0,0,405,0,0,0,219,0,473,716,750,208,10,33,0,0,0,0,0,0,33,0,0,0,8,0,26,31,25,18,12,0,0,0,0,0,0,0,0,0,10,0,4,0
750,0,0,0,0,0,0,690,0,0,0,0,0,0,405,208,10,29,25,0,0,0,0,0,0,33,0,0,0,0,0,0,33,18,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,750,0,0,0,0,0,0,690,10,29,468,18,0,0,0,0,0,0,25,0,0,0,0,0,0,33,12,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,208,0,0,0,0,0,0,750,29,468,746,12,0,0,0,0,0,0,18,0,0,0,0,0,0,25,21,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,10,0,0,0,0,0,0,208,468,746,207,21,0,0,0,0,0,0,12,0,0,0,0,0,0,18,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,69
29,10,0,0,0,0,0,208,0,0,0,0,0,0,750,468,746,207,21,12,0,0,0,0,0,18,0,0,0,0,0,0,25,13,10,18,35,0,0,0,0,0,0,0,0,0,0,0,23
29,208,0,10,0,0,0,750,0,0,0,0,0,0,690,468,746,207,21,18,0,12,0,0,0,25,0,0,0,0,0,0,33,13,10,18,12,0,35,0,0,0,0,0,0,0,0,0,57
29,750,0,208,0,0,0,690,0,0,0,0,0,0,405,468,746,207,21,25,0,18,0,0,0,33,0,0,0,0,0,0,33,13,10,18,29,0,12,0,0,0,0,0,0,0,0,0,40
690,0,0,0,29,0,0,405,0,0,0,219,0,473,716,468,746,207,33,0,0,0,21,0,0,33,0,0,0,8,0,26,31,13,10,18,0,0,0,20,0,0,0,0,0,10,0,4,0
468,0,0,0,0,0,0,690,0,0,0,29,0,0,405,746,207,11,13,0,0,0,0,0,0,33,0,0,0,21,0,0,33,10,18,5,0,0,0,0,0,0,0,0,0,20,0,0,0
746,0,0,0,0,0,0,468,0,0,0,0,0,0,690,207,11,0,10,0,0,0,0,0,0,13,0,0,0,0,0,0,33,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,746,0,0,0,0,0,0,468,11,0,0,18,0,0,0,0,0,0,10,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
207,746,0,0,0,0,0,468,0,0,0,0,0,0,690,11,0,0,18,10,0,0,0,0,0,13,0,0,0,0,0,0,33,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,17
207,468,0,746,0,0,0,690,0,0,0,29,0,0,405,11,0,0,18,13,0,10,0,0,0,33,0,0,0,21,0,0,33,5,0,0,9,0,18,0,0,0,0,0,0,20,0,0,54
690,0,0,0,207,0,29,405,0,0,0,219,0,473,716,11,0,0,33,0,0,0,18,0,21,33,0,0,0,8,0,26,31,5,0,0,0,0,0,27,0,20,0,0,0,10,0,4,28
405,0,0,0,690,207,219,716,747,0,750,0,0,0,300,11,0,0,33,0,0,0,33,18,8,31,26,0,24,0,0,0,35,5,0,0,0,0,0,14,27,10,4,0,31,0,0,0,75
716,747,0,750,405,690,0,300,750,0,585,9,0,511,245,11,0,0,31,26,0,24,33,33,0,35,24,0,26,2,0,35,32,5,0,0,4,0,31,38,14,0,31,0,4,35,0,3,68
300,750,0,585,716,405,9,245,828,0,748,9,0,740,1,11,0,0,35,24,0,26,31,33,2,32,18,0,11,2,0,21,0,5,0,0,31,0,4,34,38,35,30,0,21,35,0,31,22
245,828,0,748,300,716,9,1,0,0,0,0,0,0,0,11,0,0,32,18,0,11,35,31,2,0,0,0,0,0,0,0,0,5,0,0,30,0,21,11,34,35,0,0,0,0,0,0,0
11,0,0,0,0,0,0,245,828,0,748,300,716,9,1,0,0,0,5,0,0,0,0,0,0,32,18,0,11,35,31,2,0,0,0,0,0,0,0,0,0,0,30,0,21,11,34,35,70
245,828,0,748,11,0,300,1,0,0,0,0,0,0,0,0,0,0,32,18,0,11,5,0,35,0,0,0,0,0,0,0,0,0,0,0,30,0,21,35,0,11,0,0,0,0,0,0,73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,245,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,245,683,746,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,750,0,0,0,0,0,0,1,683,746,666,35,0,0,0,0,0,0,24,0,0,0,0,0,0,0,33,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,245,0,0,0,0,0,0,750,746,666,257,33,0,0,0,0,0,0,35,0,0,0,0,0,0,24,10,18,21,0,0,0,0,0,0,0,0,0,0,0,0,13
683,245,0,0,0,0,0,750,0,0,0,0,0,0,1,746,666,257,33,35,0,0,0,0,0,24,0,0,0,0,0,0,0,10,18,21,7,0,0,0,0,0,0,0,0,0,0,0,61
683,750,0,245,0,0,0,1,0,0,0,0,0,0,0,746,666,257,33,24,0,35,0,0,0,0,0,0,0,0,0,0,0,10,18,21,31,0,7,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,683,750,0,245,0,0,0,1,666,257,237,10,0,0,0,0,0,0,33,24,0,35,0,0,0,0,18,21,13,0,0,0,0,0,0,31,0,7,0,0,0,0
666,0,0,0,0,0,0,746,0,0,0,0,0,0,683,257,237,746,18,0,0,0,0,0,0,10,0,0,0,0,0,0,33,21,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,666,0,0,0,0,0,0,746,237,746,381,21,0,0,0,0,0,0,18,0,0,0,0,0,0,10,13,10,26,0,0,0,0,0,0,0,0,0,0,0,0,23
257,666,0,0,0,0,0,746,0,0,0,0,0,0,683,237,746,381,21,18,0,0,0,0,0,10,0,0,0,0,0,0,33,13,10,26,12,0,0,0,0,0,0,0,0,0,0,0,35
257,746,0,666,0,0,0,683,750,0,245,0,0,0,1,237,746,381,21,10,0,18,0,0,0,33,24,0,35,0,0,0,0,13,10,26,18,0,12,0,0,0,31,0,7,0,0,0,40
683,750,0,245,257,0,0,1,0,0,0,0,0,0,0,237,746,381,33,24,0,35,21,0,0,0,0,0,0,0,0,0,0,13,10,26,31,0,7,20,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,683,750,0,245,257,0,0,1,746,381,673,13,0,0,0,0,0,0,33,24,0,35,21,0,0,0,10,26,14,0,0,0,0,0,0,31,0,7,20,0,0,0
746,0,0,0,0,0,0,237,0,0,0,0,0,0,683,381,673,617,10,0,0,0,0,0,0,13,0,0,0,0,0,0,33,26,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,746,0,0,0,0,0,0,237,673,617,750,26,0,0,0,0,0,0,10,0,0,0,0,0,0,13,14,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,381,0,0,0,0,0,0,746,617,750,245,14,0,0,0,0,0,0,26,0,0,0,0,0,0,10,21,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,673,0,0,0,0,0,0,381,750,245,359,21,0,0,0,0,0,0,14,0,0,0,0,0,0,26,24,32,13,0,0,0,0,0,0,0,0,0,0,0,0,9
617,673,0,0,0,0,0,381,0,0,0,0,0,0,746,750,245,359,21,14,0,0,0,0,0,26,0,0,0,0,0,0,10,24,32,13,5,0,0,0,0,0,0,0,0,0,0,0,7
617,381,0,673,0,0,0,746,0,0,0,0,0,0,237,750,245,359,21,26,0,14,0,0,0,10,0,0,0,0,0,0,13,24,32,13,4,0,5,0,0,0,0,0,0,0,0,0,35
617,746,0,381,0,0,0,237,0,0,0,0,0,0,683,750,245,359,21,10,0,26,0,0,0,13,0,0,0,0,0,0,33,24,32,13,18,0,4,0,0,0,0,0,0,0,0,0,17
617,237,0,746,0,0,0,683,750,0,245,257,0,0,1,750,245,359,21,13,0,10,0,0,0,33,24,0,35,21,0,0,0,24,32,13,9,0,18,0,0,0,31,0,7,20,0,0,0
750,0,0,0,0,0,0,617,237,0,746,0,0,0,683,245,359,746,24,0,0,0,0,0,0,21,13,0,10,0,0,0,33,32,13,10,0,0,0,0,0,0,9,0,18,0,0,0,0
245,0,0,0,0,0,0,750,0,0,0,0,0,0,617,359,746,795,32,0,0,0,0,0,0,24,0,0,0,0,0,0,21,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,245,0,0,0,0,0,0,750,746,795,506,13,0,0,0,0,0,0,32,0,0,0,0,0,0,24,10,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,359,0,0,0,0,0,0,245,795,506,827,10,0,0,0,0,0,0,13,0,0,0,0,0,0,32,18,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,746,0,0,0,0,0,0,359,506,827,9,18,0,0,0,0,0,0,10,0,0,0,0,0,0,13,14,18,2,0,0,0,0,0,0,0,0,0,0,0,0,35
795,746,0,0,0,0,0,359,0,0,0,0,0,0,245,506,827,9,18,10,0,0,0,0,0,13,0,0,0,0,0,0,32,14,18,2,18,0,0,0,0,0,0,0,0,0,0,0,17
795,359,0,746,0,0,0,245,0,0,0,0,0,0,750,506,827,9,18,13,0,10,0,0,0,32,0,0,0,0,0,0,24,14,18,2,9,0,18,0,0,0,0,0,0,0,0,0,29
795,245,0,359,0,0,0,750,0,0,0,0,0,0,617,506,827,9,18,32,0,13,0,0,0,24,0,0,0,0,0,0,21,14,18,2,15,0,9,0,0,0,0,0,0,0,0,0,61
795,750,0,245,0,0,0,617,237,0,746,0,0,0,683,506,827,9,18,24,0,32,0,0,0,21,13,0,10,0,0,0,33,14,18,2,31,0,15,0,0,0,9,0,18,0,0,0,0
506,0,0,0,0,0,0,795,750,0,245,0,0,0,617,827,9,808,14,0,0,0,0,0,0,18,24,0,32,0,0,0,21,18,2,37,0,0,0,0,0,0,31,0,15,0,0,0,0
827,0,0,0,0,0,0,506,0,0,0,0,0,0,795,9,808,472,18,0,0,0,0,0,0,14,0,0,0,0,0,0,18,2,37,36,0,0,0,0,0,0,0,0,0,0,0,0,9
827,506,0,0,0,0,0,795,750,0,245,0,0,0,617,9,808,472,18,14,0,0,0,0,0,18,24,0,32,0,0,0,21,2,37,36,5,0,0,0,0,0,31,0,15,0,0,0,60
795,750,0,245,827,0,0,617,237,0,746,0,0,0,683,9,808,472,18,24,0,32,18,0,0,21,13,0,10,0,0,0,33,2,37,36,31,0,15,30,0,0,9,0,18,0,0,0,4
617,237,0,746,795,827,0,683,750,0,245,257,0,0,1,9,808,472,21,13,0,10,18,18,0,33,24,0,35,21,0,0,0,2,37,36,9,0,18,2,30,0,31,0,7,20,0,0,54
683,750,0,245,617,795,257,1,0,0,0,0,0,0,0,9,808,472,33,24,0,35,21,18,21,0,0,0,0,0,0,0,0,2,37,36,31,0,7,27,2,20,0,0,0,0,0,0,0
9,0,0,0,0,0,0,683,750,0,245,617,795,257,1,808,472,750,2,0,0,0,0,0,0,33,24,0,35,21,18,21,0,37,36,24,0,0,0,0,0,0,31,0,7,27,2,20,70
683,750,0,245,9,0,617,1,0,0,0,0,0,0,0,808,472,750,33,24,0,35,2,0,21,0,0,0,0,0,0,0,0,37,36,24,31,0,7,35,0,27,0,0,0,0,0,0,0
808,0,0,0,0,0,0,683,750,0,245,9,0,617,1,472,750,245,37,0,0,0,0,0,0,33,24,0,35,2,0,21,0,36,24,35,0,0,0,0,0,0,31,0,7,35,0,27,0
472,0,0,0,0,0,0,808,0,0,0,0,0,0,683,750,245,746,36,0,0,0,0,0,0,37,0,0,0,0,0,0,33,24,35,10,0,0,0,0,0,0,0,0,0,0,0,0,61
472,808,0,0,0,0,0,683,750,0,245,9,0,617,1,750,245,746,36,37,0,0,0,0,0,33,24,0,35,2,0,21,0,24,35,10,31,0,0,0,0,0,31,0,7,35,0,27,0
750,0,0,0,0,0,0,472,808,0,0,0,0,0,683,245,746,673,24,0,0,0,0,0,0,36,37,0,0,0,0,0,33,35,10,14,0,0,0,0,0,0,31,0,0,0,0,0,0
245,0,0,0,0,0,0,750,0,0,0,0,0,0,472,746,673,607,35,0,0,0,0,0,0,24,0,0,0,0,0,0,36,10,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,245,0,0,0,0,0,0,750,673,607,11,10,0,0,0,0,0,0,35,0,0,0,0,0,0,24,14,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,746,0,0,0,0,0,0,245,607,11,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,35,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,673,0,0,0,0,0,0,746,11,0,0,21,0,0,0,0,0,0,14,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
607,673,0,0,0,0,0,746,0,0,0,0,0,0,245,11,0,0,21,14,0,0,0,0,0,10,0,0,0,0,0,0,35,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,35
607,746,0,673,0,0,0,245,0,0,0,0,0,0,750,11,0,0,21,10,0,14,0,0,0,35,0,0,0,0,0,0,24,5,0,0,18,0,5,0,0,0,0,0,0,0,0,0,29
